age,job,default,housing,loan,marital,education,y
30,technician,no,yes,no,divorced,tertiary,no
57,management,no,yes,no,married,tertiary,no
36,management,no,no,no,married,tertiary,no
34,technician,no,no,yes,single,secondary,no
25,technician,no,yes,no,single,secondary,no
56,housemaid,no,no,no,married,primary,no
54,housemaid,no,yes,yes,married,secondary,no
59,retired,no,yes,no,married,secondary,no
48,management,no,no,no,married,tertiary,no
39,management,no,yes,no,divorced,tertiary,no
55,blue-collar,no,no,no,married,primary,no
43,blue-collar,no,yes,yes,married,secondary,no
39,technician,no,yes,no,married,secondary,no
47,housemaid,no,yes,no,married,secondary,no
57,management,no,no,no,married,secondary,no
39,housemaid,no,yes,no,married,secondary,no
43,management,no,yes,no,married,secondary,no
46,services,no,no,no,married,primary,no
44,services,no,yes,no,married,secondary,no
32,unemployed,no,no,no,married,tertiary,no
30,blue-collar,no,no,no,single,secondary,no
31,blue-collar,yes,yes,no,single,secondary,no
36,services,no,no,no,divorced,secondary,no
33,blue-collar,no,no,no,single,secondary,no
33,admin.,no,yes,yes,single,secondary,no
47,management,no,yes,no,married,tertiary,no
28,management,no,yes,yes,single,tertiary,no
34,management,no,yes,no,married,tertiary,no
35,technician,no,yes,no,single,tertiary,yes
26,services,no,no,no,single,secondary,no
49,housemaid,no,no,no,married,secondary,no
51,unemployed,no,yes,no,married,primary,yes
29,services,no,no,no,single,secondary,no
57,management,no,no,yes,divorced,secondary,no
27,technician,no,no,yes,single,secondary,no
54,technician,no,yes,no,married,secondary,no
27,services,no,no,yes,single,secondary,no
37,technician,no,no,yes,single,unknown,no
30,technician,no,yes,no,single,secondary,no
29,entrepreneur,no,yes,no,single,secondary,no
34,blue-collar,no,no,no,married,primary,no
26,entrepreneur,yes,no,yes,married,tertiary,no
40,blue-collar,no,no,yes,married,secondary,no
54,housemaid,no,no,yes,married,primary,no
28,services,no,no,yes,married,secondary,no
40,management,no,no,yes,married,tertiary,no
36,management,no,yes,yes,married,tertiary,no
33,blue-collar,no,no,no,divorced,secondary,no
59,retired,no,no,yes,married,secondary,no
34,technician,no,yes,no,married,secondary,no
53,retired,no,yes,no,married,primary,no
55,self-employed,no,yes,no,married,secondary,no
51,management,no,yes,no,divorced,tertiary,no
30,technician,no,no,no,single,secondary,no
57,management,no,yes,no,divorced,tertiary,no
51,management,no,yes,no,married,tertiary,no
51,entrepreneur,no,yes,no,married,secondary,no
35,admin.,no,no,yes,married,secondary,no
42,services,no,no,no,divorced,secondary,no
39,admin.,no,yes,yes,divorced,secondary,no
30,management,no,yes,yes,single,tertiary,yes
59,housemaid,yes,no,yes,divorced,primary,no
25,blue-collar,no,no,no,married,secondary,no
51,technician,no,no,yes,married,secondary,no
31,services,yes,no,yes,single,secondary,no
41,admin.,no,yes,no,married,secondary,no
31,technician,no,yes,no,married,tertiary,no
27,management,no,yes,no,married,tertiary,no
27,blue-collar,no,yes,yes,married,secondary,no
52,services,no,no,no,divorced,secondary,no
38,admin.,no,yes,no,married,secondary,no
30,admin.,no,yes,no,single,tertiary,no
44,technician,no,yes,no,single,tertiary,no
32,technician,no,yes,no,single,secondary,no
44,self-employed,no,yes,yes,married,tertiary,no
41,blue-collar,no,no,no,married,secondary,no
34,technician,no,yes,no,divorced,secondary,no
36,entrepreneur,no,no,no,single,secondary,no
44,technician,no,yes,yes,married,secondary,no
30,blue-collar,no,yes,no,married,primary,no
32,blue-collar,no,yes,no,married,primary,no
31,housemaid,no,yes,no,single,secondary,no
32,services,no,no,yes,single,secondary,no
42,blue-collar,no,yes,no,single,primary,yes
50,admin.,no,yes,no,divorced,secondary,no
56,management,no,no,no,married,tertiary,no
42,housemaid,no,yes,yes,married,primary,no
54,management,no,yes,no,married,secondary,yes
28,management,no,yes,no,single,secondary,no
49,blue-collar,no,yes,no,married,primary,no
41,blue-collar,no,yes,no,married,primary,no
25,blue-collar,no,yes,no,married,secondary,no
41,blue-collar,no,no,yes,married,unknown,no
32,services,no,yes,no,married,secondary,no
51,blue-collar,no,yes,yes,married,primary,yes
36,management,no,yes,yes,married,tertiary,no
32,services,no,yes,yes,married,secondary,no
27,technician,no,yes,no,single,secondary,no
27,admin.,no,yes,no,married,secondary,no
49,admin.,no,yes,no,divorced,secondary,no
42,management,no,no,no,divorced,secondary,no
40,admin.,no,yes,yes,divorced,secondary,no
46,blue-collar,no,no,yes,married,primary,no
45,blue-collar,no,no,yes,single,primary,no
57,retired,no,no,yes,divorced,primary,yes
31,blue-collar,no,no,yes,married,primary,no
28,services,no,no,no,married,secondary,no
36,admin.,no,yes,no,married,secondary,no
45,services,no,yes,no,married,secondary,no
36,blue-collar,no,yes,no,married,primary,no
30,management,no,yes,no,married,tertiary,yes
34,blue-collar,no,no,no,single,secondary,no
33,self-employed,no,no,no,married,tertiary,no
32,services,no,yes,yes,married,secondary,no
28,admin.,no,no,no,single,secondary,no
37,blue-collar,no,no,yes,single,secondary,yes
46,housemaid,no,yes,yes,married,primary,no
30,technician,no,yes,yes,married,secondary,no
58,retired,no,no,no,single,primary,no
58,entrepreneur,yes,no,yes,married,tertiary,no
49,entrepreneur,no,yes,yes,married,secondary,no
46,blue-collar,no,yes,no,married,primary,no
33,technician,no,yes,no,married,secondary,no
37,management,no,yes,no,married,tertiary,no
38,admin.,no,yes,yes,married,primary,no
44,management,no,no,no,married,tertiary,no
34,entrepreneur,yes,no,yes,single,secondary,no
37,blue-collar,no,no,no,married,secondary,no
40,management,no,yes,no,divorced,tertiary,no
28,admin.,no,yes,no,single,secondary,no
39,technician,no,yes,no,married,secondary,yes
35,technician,no,no,no,married,tertiary,yes
38,blue-collar,no,yes,no,married,primary,no
41,blue-collar,no,yes,no,married,secondary,no
27,technician,no,yes,no,single,secondary,no
35,management,no,yes,yes,married,tertiary,no
26,blue-collar,no,no,yes,married,primary,no
60,retired,no,yes,no,married,secondary,no
58,admin.,no,yes,yes,married,secondary,no
31,management,no,no,no,married,tertiary,no
26,services,yes,yes,yes,divorced,primary,no
30,services,no,yes,no,divorced,secondary,no
31,entrepreneur,no,no,no,divorced,tertiary,no
27,management,no,yes,no,married,tertiary,no
33,blue-collar,no,yes,no,married,secondary,no
45,technician,no,no,yes,single,secondary,no
44,services,no,yes,yes,married,secondary,no
30,blue-collar,no,no,no,single,secondary,no
31,entrepreneur,no,yes,no,married,tertiary,no
36,services,no,yes,no,divorced,tertiary,no
55,blue-collar,no,no,yes,divorced,secondary,no
45,entrepreneur,no,yes,no,divorced,primary,no
58,retired,no,yes,no,married,primary,no
30,technician,no,yes,no,single,tertiary,no
34,technician,no,yes,no,single,tertiary,no
35,technician,no,yes,no,single,tertiary,no
31,management,no,yes,no,single,tertiary,no
26,blue-collar,no,no,yes,married,primary,no
31,technician,no,yes,no,married,tertiary,no
51,entrepreneur,yes,no,yes,married,secondary,no
29,management,no,no,no,single,tertiary,no
52,management,no,no,yes,single,tertiary,no
56,technician,no,no,yes,married,secondary,no
40,management,no,yes,no,married,tertiary,no
39,management,no,yes,no,single,tertiary,no
56,management,no,no,yes,married,tertiary,no
38,services,no,no,no,married,primary,no
35,admin.,no,no,yes,single,secondary,no
37,management,no,yes,no,married,tertiary,no
47,blue-collar,yes,yes,no,divorced,primary,no
58,technician,no,yes,yes,divorced,secondary,no
60,retired,no,yes,no,single,secondary,no
37,blue-collar,no,yes,no,married,secondary,no
57,admin.,no,no,no,single,secondary,no
27,services,no,yes,no,married,secondary,no
42,blue-collar,no,no,yes,married,secondary,no
32,services,no,yes,no,married,secondary,no
39,management,no,no,no,single,tertiary,no
53,services,no,no,yes,married,primary,no
33,management,no,yes,yes,married,tertiary,no
42,blue-collar,no,yes,no,married,primary,no
34,services,no,no,no,single,secondary,no
48,management,no,yes,no,married,secondary,yes
25,technician,no,no,yes,single,secondary,no
49,services,no,yes,no,married,secondary,no
55,entrepreneur,no,no,yes,married,secondary,no
28,management,yes,no,yes,married,tertiary,no
45,admin.,no,no,no,divorced,tertiary,yes
30,services,no,yes,no,married,primary,no
46,services,no,no,yes,married,secondary,no
27,technician,no,yes,no,married,secondary,no
25,management,no,yes,no,single,tertiary,no
30,management,no,yes,no,married,tertiary,no
31,management,no,yes,yes,married,tertiary,yes
50,services,no,yes,no,married,secondary,no
25,student,no,no,no,single,tertiary,no
59,retired,no,yes,no,married,primary,no
36,technician,no,yes,no,married,secondary,no
33,entrepreneur,no,no,yes,married,tertiary,no
28,services,no,no,no,single,secondary,no
44,admin.,no,no,yes,married,primary,no
31,management,no,yes,no,single,tertiary,no
35,self-employed,no,yes,no,married,secondary,yes
27,management,no,yes,no,single,tertiary,no
44,technician,no,yes,no,divorced,secondary,no
52,blue-collar,no,yes,no,married,primary,no
46,admin.,no,yes,yes,married,secondary,no
33,technician,no,yes,yes,married,secondary,no
38,technician,no,no,yes,divorced,tertiary,no
37,management,no,no,yes,single,unknown,no
34,admin.,no,yes,no,single,secondary,no
43,services,no,no,no,married,secondary,no
58,management,no,no,yes,single,tertiary,no
32,management,no,yes,no,single,tertiary,no
52,management,no,yes,no,married,tertiary,no
43,services,no,yes,no,divorced,secondary,no
53,entrepreneur,no,no,no,single,unknown,no
54,blue-collar,no,no,no,married,primary,no
38,services,no,yes,no,married,secondary,no
48,housemaid,no,no,yes,married,secondary,yes
39,management,no,no,yes,married,tertiary,no
51,self-employed,yes,no,yes,married,secondary,no
42,blue-collar,no,yes,yes,married,unknown,no
33,management,no,yes,no,married,tertiary,no
32,technician,no,yes,yes,married,secondary,no
59,admin.,no,yes,yes,married,secondary,no
27,admin.,no,yes,yes,married,secondary,no
40,technician,no,no,no,married,secondary,no
43,services,no,yes,no,married,secondary,yes
38,management,no,yes,no,single,tertiary,no
36,blue-collar,no,yes,no,married,secondary,no
33,services,no,yes,no,single,secondary,no
40,services,no,no,no,divorced,secondary,no
52,housemaid,no,no,yes,married,secondary,no
60,technician,no,no,no,married,secondary,no
57,retired,no,no,yes,married,primary,no
29,services,no,no,yes,single,secondary,no
39,services,no,yes,yes,divorced,secondary,no
28,technician,no,yes,no,single,secondary,no
48,technician,no,yes,no,married,secondary,no
56,blue-collar,no,no,yes,divorced,secondary,no
29,blue-collar,no,yes,no,married,secondary,no
35,blue-collar,no,yes,yes,married,secondary,no
48,housemaid,no,no,no,married,secondary,no
42,services,no,yes,no,married,secondary,no
43,blue-collar,no,no,yes,single,primary,yes
59,housemaid,no,no,yes,married,primary,no
28,management,no,yes,yes,single,tertiary,no
56,admin.,no,yes,no,divorced,secondary,no
38,management,no,yes,no,married,secondary,no
39,blue-collar,no,yes,no,married,secondary,no
58,self-employed,no,no,yes,married,tertiary,no
34,admin.,no,yes,no,married,secondary,no
48,self-employed,no,no,yes,married,tertiary,no
50,blue-collar,no,no,no,married,secondary,no
26,blue-collar,no,no,yes,single,secondary,no
40,technician,no,yes,no,divorced,secondary,no
32,technician,no,no,yes,married,secondary,no
53,admin.,no,no,yes,married,secondary,no
26,blue-collar,no,no,yes,single,primary,no
49,services,no,no,no,divorced,secondary,yes
50,technician,no,no,no,married,secondary,no
40,technician,no,yes,yes,single,secondary,no
25,services,no,yes,no,single,secondary,no
28,admin.,no,yes,yes,married,secondary,no
48,admin.,no,no,yes,married,secondary,no
39,blue-collar,no,no,yes,married,primary,no
26,technician,no,yes,no,married,tertiary,no
34,management,no,yes,no,single,secondary,no
36,management,no,yes,yes,married,tertiary,no
53,entrepreneur,no,no,yes,married,tertiary,no
60,retired,no,no,no,married,secondary,no
50,admin.,no,no,no,divorced,secondary,no
55,retired,no,yes,no,married,secondary,no
30,admin.,no,yes,yes,single,secondary,no
31,self-employed,no,no,yes,married,tertiary,no
49,services,no,yes,no,married,tertiary,no
48,blue-collar,no,yes,no,married,secondary,no
42,housemaid,no,yes,no,married,primary,no
53,housemaid,no,no,no,married,primary,yes
48,entrepreneur,no,no,yes,married,secondary,yes
30,services,no,no,no,married,secondary,no
58,admin.,no,no,no,divorced,secondary,no
38,housemaid,no,yes,no,married,secondary,no
33,services,no,yes,no,married,secondary,no
39,services,no,yes,no,married,secondary,no
27,technician,no,no,no,single,secondary,yes
44,housemaid,no,no,no,married,secondary,no
26,services,no,yes,no,single,secondary,no
26,blue-collar,no,no,no,single,secondary,no
58,housemaid,no,yes,no,married,primary,no
29,blue-collar,no,yes,no,married,primary,no
55,technician,no,yes,no,married,secondary,yes
56,management,no,no,no,divorced,tertiary,no
36,blue-collar,no,yes,no,married,primary,no
36,management,no,yes,yes,married,tertiary,no
35,admin.,no,yes,no,single,secondary,no
58,technician,no,yes,no,divorced,secondary,no
26,services,no,yes,no,married,secondary,no
28,blue-collar,no,yes,no,married,tertiary,no
44,blue-collar,no,no,yes,married,secondary,no
53,services,no,yes,no,divorced,unknown,no
27,blue-collar,no,yes,no,married,primary,no
52,services,no,no,yes,married,primary,no
33,services,no,yes,no,married,secondary,no
31,blue-collar,no,yes,no,married,primary,no
27,technician,no,yes,yes,married,secondary,no
29,technician,no,yes,yes,single,secondary,no
59,management,no,no,yes,divorced,tertiary,no
32,blue-collar,no,yes,no,single,secondary,no
31,technician,no,yes,no,married,secondary,no
46,blue-collar,no,yes,no,married,secondary,no
50,admin.,no,no,yes,single,secondary,no
43,housemaid,no,no,no,married,secondary,no
51,blue-collar,no,yes,yes,married,secondary,no
50,blue-collar,no,yes,yes,married,primary,no
27,self-employed,no,no,yes,married,tertiary,no
28,admin.,no,yes,no,single,tertiary,no
32,services,no,yes,no,married,secondary,no
47,housemaid,no,no,yes,married,primary,no
43,management,no,yes,no,married,tertiary,no
39,blue-collar,no,yes,no,married,secondary,no
52,services,no,yes,yes,married,unknown,no
32,technician,no,yes,no,single,tertiary,no
41,technician,no,yes,no,divorced,secondary,no
51,management,no,no,no,married,tertiary,no
50,housemaid,no,no,yes,married,secondary,no
42,management,no,yes,no,married,tertiary,no
28,technician,no,no,no,single,secondary,no
33,entrepreneur,no,yes,no,married,tertiary,no
34,technician,no,yes,no,married,secondary,no
38,management,no,yes,no,single,tertiary,no
35,blue-collar,no,yes,no,married,secondary,no
27,blue-collar,no,no,yes,single,secondary,no
55,technician,no,no,no,single,tertiary,no
29,services,no,no,yes,single,secondary,no
32,management,no,yes,no,married,tertiary,no
34,technician,no,yes,no,married,secondary,no
60,technician,no,no,yes,divorced,tertiary,no
29,management,no,yes,yes,married,tertiary,no
32,admin.,no,yes,yes,married,secondary,no
29,technician,no,no,no,married,tertiary,no
39,blue-collar,no,yes,no,married,primary,no
34,housemaid,no,no,no,married,tertiary,no
40,services,no,yes,no,married,secondary,yes
49,management,no,yes,no,married,tertiary,no
29,services,no,yes,no,single,secondary,no
41,management,no,yes,no,married,tertiary,no
49,blue-collar,no,no,yes,divorced,primary,no
29,technician,no,yes,no,married,secondary,no
50,admin.,no,no,no,married,secondary,no
45,entrepreneur,no,yes,yes,married,tertiary,no
41,admin.,no,yes,no,married,secondary,no
59,self-employed,no,yes,no,married,primary,no
25,unemployed,no,yes,no,married,secondary,no
53,housemaid,no,no,yes,married,primary,no
34,admin.,no,yes,no,married,tertiary,no
34,self-employed,no,yes,no,married,tertiary,no
30,student,no,no,no,single,tertiary,no
31,blue-collar,no,yes,no,single,secondary,no
49,management,no,yes,no,single,tertiary,no
53,blue-collar,no,no,yes,married,secondary,no
40,self-employed,no,no,no,single,tertiary,yes
52,technician,no,yes,no,married,secondary,no
59,retired,no,yes,no,married,primary,no
37,entrepreneur,no,yes,no,married,tertiary,no
31,management,yes,yes,no,single,secondary,no
38,admin.,no,no,no,married,secondary,no
38,blue-collar,no,yes,no,divorced,secondary,yes
56,technician,no,yes,no,married,secondary,no
51,management,no,yes,no,divorced,tertiary,no
27,technician,no,no,yes,single,secondary,no
59,blue-collar,no,no,yes,divorced,secondary,no
41,management,no,yes,no,married,secondary,no
54,blue-collar,no,yes,no,married,primary,no
32,services,no,no,no,single,secondary,no
43,technician,no,yes,no,divorced,secondary,no
36,entrepreneur,no,yes,no,married,secondary,no
38,blue-collar,no,no,no,married,primary,no
59,housemaid,no,yes,no,married,primary,no
54,retired,no,no,yes,single,secondary,yes
41,housemaid,no,yes,no,married,secondary,no
58,housemaid,no,no,yes,married,tertiary,no
40,management,no,no,no,married,tertiary,no
29,management,no,yes,no,single,tertiary,no
46,services,no,yes,yes,married,secondary,no
39,management,no,yes,no,single,tertiary,no
49,management,no,yes,no,married,tertiary,no
30,self-employed,no,yes,no,single,tertiary,no
37,services,no,yes,no,married,secondary,no
31,unemployed,no,no,no,married,secondary,no
46,admin.,no,no,yes,married,secondary,no
36,technician,no,yes,yes,divorced,secondary,no
34,entrepreneur,no,no,yes,married,secondary,no
55,management,no,yes,no,divorced,tertiary,no
35,technician,no,no,no,married,secondary,no
49,blue-collar,no,yes,yes,single,primary,no
55,technician,no,yes,no,married,secondary,no
26,services,no,no,yes,single,secondary,no
54,technician,no,no,yes,married,secondary,yes
32,admin.,no,yes,no,single,secondary,no
31,services,no,yes,no,single,secondary,no
41,admin.,no,yes,no,married,tertiary,no
35,blue-collar,no,yes,no,single,primary,no
26,services,no,yes,yes,single,primary,no
37,blue-collar,no,no,no,single,primary,no
34,admin.,no,yes,no,single,tertiary,no
41,technician,no,yes,yes,married,secondary,no
31,blue-collar,no,no,yes,single,secondary,no
39,admin.,yes,yes,no,married,secondary,no
34,management,no,no,yes,married,tertiary,no
44,management,no,yes,yes,married,primary,no
38,blue-collar,no,yes,no,single,unknown,no
35,blue-collar,no,yes,no,married,secondary,no
36,blue-collar,no,yes,no,married,secondary,no
36,management,no,yes,no,single,tertiary,no
30,admin.,no,yes,no,married,secondary,no
31,admin.,no,yes,no,married,secondary,no
31,management,no,yes,no,single,tertiary,no
43,housemaid,no,no,yes,married,primary,no
44,technician,no,no,no,divorced,secondary,no
30,management,no,yes,no,single,tertiary,no
34,technician,no,no,no,single,secondary,no
39,unemployed,no,yes,no,married,secondary,no
45,admin.,no,yes,no,married,secondary,no
30,technician,no,yes,no,single,tertiary,no
29,services,no,yes,no,married,secondary,no
30,services,no,no,yes,married,secondary,no
57,retired,no,no,no,divorced,primary,no
33,unemployed,no,yes,yes,married,tertiary,no
33,services,no,yes,no,married,secondary,no
52,blue-collar,no,yes,yes,divorced,secondary,no
35,services,no,no,no,divorced,secondary,no
43,blue-collar,yes,no,yes,single,primary,no
40,management,no,yes,no,married,tertiary,no
59,blue-collar,no,no,yes,married,secondary,no
56,services,no,yes,no,married,secondary,no
36,technician,no,yes,no,married,secondary,no
26,management,no,no,no,single,secondary,no
39,services,no,yes,yes,married,secondary,no
40,management,yes,no,no,married,tertiary,no
26,blue-collar,yes,yes,yes,single,secondary,no
27,entrepreneur,no,no,no,married,tertiary,no
33,blue-collar,no,yes,yes,married,secondary,no
32,management,no,yes,no,married,tertiary,no
56,technician,no,yes,no,married,secondary,no
33,admin.,no,yes,yes,married,secondary,no
26,blue-collar,no,yes,no,single,secondary,no
35,admin.,no,yes,no,married,tertiary,no
26,unemployed,no,no,no,single,tertiary,no
29,entrepreneur,no,yes,no,married,secondary,no
32,admin.,no,yes,no,married,secondary,no
26,admin.,no,no,yes,single,secondary,no
48,technician,no,no,no,married,secondary,no
33,management,no,yes,no,married,tertiary,no
50,admin.,no,no,no,single,secondary,yes
50,housemaid,no,no,no,single,unknown,no
36,management,no,no,no,single,tertiary,no
48,blue-collar,no,yes,no,married,secondary,no
41,housemaid,no,no,yes,married,secondary,no
55,management,no,no,no,married,tertiary,no
34,services,no,yes,no,married,secondary,no
60,self-employed,no,no,no,married,secondary,no
52,services,no,yes,no,single,secondary,no
47,blue-collar,no,no,no,married,secondary,no
43,retired,no,yes,no,married,primary,no
30,management,no,no,yes,single,tertiary,no
34,blue-collar,no,yes,yes,married,secondary,no
25,blue-collar,no,no,yes,single,secondary,no
35,management,no,yes,yes,single,tertiary,no
30,admin.,no,no,yes,single,tertiary,no
31,blue-collar,no,yes,no,married,primary,no
29,management,no,no,no,single,tertiary,no
27,admin.,no,no,no,single,secondary,yes
47,admin.,no,yes,yes,single,secondary,no
47,blue-collar,no,yes,yes,married,primary,no
40,admin.,no,no,yes,single,secondary,no
35,technician,no,yes,no,married,secondary,no
50,admin.,no,no,yes,married,secondary,no
44,blue-collar,no,no,no,married,secondary,no
49,services,no,no,no,married,primary,no
32,blue-collar,no,yes,no,single,primary,no
34,management,no,yes,yes,married,tertiary,no
25,technician,no,yes,yes,single,secondary,no
31,services,no,no,no,single,secondary,no
27,blue-collar,no,yes,no,single,primary,no
56,management,no,no,yes,divorced,tertiary,no
44,admin.,no,no,yes,married,secondary,no
30,blue-collar,no,yes,no,single,secondary,no
46,admin.,no,no,yes,married,secondary,no
59,entrepreneur,no,no,yes,divorced,secondary,no
45,entrepreneur,no,yes,no,married,primary,no
50,technician,no,yes,no,married,secondary,no
41,technician,no,no,no,married,secondary,no
36,blue-collar,no,no,yes,divorced,primary,no
43,blue-collar,no,no,no,married,secondary,no
47,blue-collar,no,no,yes,married,primary,no
51,admin.,no,yes,no,single,secondary,no
35,unemployed,no,yes,no,married,secondary,no
44,blue-collar,no,yes,no,married,secondary,no
27,management,no,yes,yes,single,secondary,no
39,technician,no,yes,no,single,tertiary,no
41,admin.,no,yes,no,married,secondary,no
47,management,no,yes,no,single,tertiary,no
31,self-employed,no,yes,no,married,tertiary,no
34,blue-collar,no,yes,no,married,secondary,no
29,technician,no,yes,no,single,secondary,no
46,entrepreneur,no,yes,yes,married,secondary,no
58,retired,no,yes,no,married,secondary,no
37,services,no,yes,no,married,secondary,no
32,blue-collar,no,no,yes,single,primary,no
31,technician,no,yes,yes,single,tertiary,no
36,management,no,no,no,single,tertiary,no
57,services,no,yes,no,married,primary,no
32,blue-collar,no,yes,no,married,secondary,no
35,management,no,yes,no,divorced,tertiary,no
41,technician,no,no,no,married,tertiary,no
37,admin.,no,no,no,married,secondary,no
60,retired,yes,yes,yes,married,secondary,no
41,services,no,yes,yes,married,primary,no
30,admin.,no,yes,no,married,unknown,no
56,services,no,no,yes,married,secondary,no
42,technician,no,yes,yes,divorced,secondary,no
26,blue-collar,yes,no,yes,single,primary,no
56,retired,no,no,no,married,secondary,no
53,unemployed,no,no,no,married,primary,no
56,retired,no,no,no,married,primary,no
49,services,yes,no,no,married,secondary,no
47,services,no,yes,yes,married,secondary,no
36,admin.,no,yes,no,married,secondary,no
44,technician,no,no,no,married,tertiary,no
45,services,no,yes,no,married,unknown,no
30,technician,no,yes,yes,married,tertiary,no
48,blue-collar,no,no,no,married,secondary,no
59,management,no,no,no,married,secondary,no
33,technician,no,yes,no,married,tertiary,no
58,retired,no,yes,no,divorced,tertiary,no
28,management,no,no,yes,single,secondary,no
55,services,no,yes,no,married,secondary,no
45,management,no,no,no,married,unknown,no
59,admin.,no,yes,no,divorced,primary,no
40,management,no,no,yes,married,tertiary,no
46,unemployed,no,no,no,married,secondary,no
42,technician,no,yes,yes,married,secondary,no
44,management,no,no,no,single,primary,no
53,blue-collar,no,no,no,married,unknown,no
48,management,no,no,no,divorced,tertiary,yes
58,services,no,no,no,married,secondary,no
59,unemployed,no,no,no,married,primary,no
28,management,no,no,no,single,secondary,no
36,blue-collar,no,no,no,married,secondary,no
59,entrepreneur,no,no,yes,married,secondary,no
54,entrepreneur,no,no,no,married,tertiary,no
57,technician,no,no,no,married,secondary,no
40,blue-collar,no,no,no,single,secondary,no
30,management,no,yes,no,single,tertiary,no
45,technician,no,no,no,married,secondary,no
42,blue-collar,no,no,no,single,secondary,no
42,technician,no,yes,no,divorced,tertiary,no
58,management,no,yes,no,married,tertiary,no
47,housemaid,no,no,no,divorced,primary,no
58,management,no,yes,no,married,secondary,no
46,management,no,yes,no,married,secondary,no
48,technician,no,no,no,married,unknown,no
42,services,no,no,yes,married,unknown,no
49,self-employed,no,no,no,married,secondary,no
51,admin.,no,no,no,married,secondary,no
51,technician,no,yes,no,married,secondary,no
56,services,no,no,no,married,unknown,no
47,entrepreneur,no,yes,no,married,tertiary,no
57,admin.,no,no,yes,divorced,secondary,no
51,blue-collar,no,no,no,married,secondary,no
40,admin.,yes,no,no,married,secondary,no
41,blue-collar,no,yes,yes,married,secondary,no
31,blue-collar,no,yes,no,married,secondary,no
56,blue-collar,no,no,no,married,unknown,no
57,retired,no,no,yes,married,primary,no
51,management,no,no,yes,divorced,tertiary,no
32,services,no,no,no,single,secondary,no
41,services,no,no,no,married,unknown,yes
43,admin.,no,no,no,married,secondary,no
45,blue-collar,no,yes,yes,married,primary,no
41,management,no,no,no,single,tertiary,no
50,management,no,no,no,married,tertiary,no
44,technician,no,yes,yes,married,secondary,no
48,admin.,no,yes,yes,married,secondary,no
36,management,no,yes,yes,single,tertiary,no
50,unemployed,no,no,no,married,secondary,no
51,blue-collar,no,no,no,divorced,primary,yes
46,blue-collar,no,yes,no,married,primary,no
59,management,no,no,no,divorced,tertiary,no
48,management,no,no,no,married,tertiary,no
56,technician,no,yes,yes,married,secondary,no
51,entrepreneur,no,no,no,married,tertiary,no
26,technician,no,yes,no,single,secondary,no
34,services,no,yes,no,married,secondary,no
29,technician,no,yes,no,single,tertiary,no
47,services,no,no,no,single,secondary,no
49,admin.,no,no,yes,divorced,secondary,no
43,blue-collar,no,no,no,married,secondary,no
54,management,no,yes,no,divorced,tertiary,no
42,admin.,no,no,yes,single,secondary,no
55,management,no,no,no,single,tertiary,no
39,management,no,no,no,single,tertiary,no
38,unemployed,no,no,no,married,tertiary,no
42,self-employed,no,yes,yes,married,secondary,no
51,admin.,no,yes,no,divorced,secondary,no
41,technician,no,no,no,married,secondary,no
53,self-employed,no,yes,no,married,tertiary,no
30,management,no,yes,no,single,tertiary,no
44,blue-collar,no,yes,no,divorced,secondary,no
42,management,no,no,no,married,secondary,no
51,unemployed,no,no,no,married,primary,no
59,technician,no,no,yes,married,primary,no
43,entrepreneur,no,no,no,married,tertiary,no
59,retired,no,no,no,married,tertiary,no
54,services,no,yes,yes,married,secondary,no
29,entrepreneur,no,yes,yes,single,tertiary,no
53,unemployed,no,yes,no,married,secondary,no
58,blue-collar,no,no,yes,married,primary,no
54,blue-collar,no,no,no,married,primary,no
42,admin.,no,no,no,single,secondary,no
43,unknown,no,no,no,married,primary,no
41,unemployed,no,no,no,married,secondary,no
59,admin.,no,no,no,divorced,secondary,no
45,entrepreneur,no,yes,no,married,tertiary,no
39,services,no,yes,yes,married,secondary,no
59,retired,no,yes,no,married,primary,no
50,admin.,no,no,no,married,secondary,no
45,unemployed,no,yes,no,married,secondary,no
38,technician,no,no,no,single,secondary,no
42,technician,no,no,no,single,unknown,no
36,management,no,no,yes,married,tertiary,no
48,admin.,no,no,no,married,secondary,no
57,services,no,no,no,married,primary,no
45,management,no,yes,no,divorced,tertiary,no
38,technician,no,yes,no,single,secondary,no
45,management,no,no,no,divorced,tertiary,no
26,blue-collar,no,yes,yes,single,secondary,no
32,services,no,no,no,married,secondary,no
33,technician,no,yes,no,single,secondary,no
36,housemaid,no,yes,no,married,primary,no
42,technician,no,no,no,single,tertiary,yes
26,blue-collar,no,no,yes,single,secondary,no
42,unemployed,no,yes,no,married,secondary,no
47,blue-collar,no,yes,no,married,secondary,no
32,technician,no,yes,no,married,secondary,no
56,blue-collar,no,yes,no,married,secondary,no
49,admin.,no,no,no,divorced,secondary,no
56,blue-collar,no,no,no,divorced,secondary,no
41,entrepreneur,no,no,no,married,secondary,no
42,technician,no,no,no,single,secondary,no
52,blue-collar,no,yes,no,married,primary,no
55,services,no,yes,no,married,secondary,no
46,self-employed,no,no,no,married,tertiary,no
32,admin.,no,no,yes,single,tertiary,no
39,services,no,no,no,married,secondary,no
46,technician,no,yes,yes,married,tertiary,no
44,technician,no,yes,yes,married,secondary,no
39,blue-collar,no,no,no,divorced,secondary,no
55,self-employed,no,no,no,divorced,secondary,no
52,technician,no,no,yes,married,secondary,no
